"guide_id","title","owner_block","text","original_link"
1,"гайды","none","## Гайд по проверке заявлений на Zachёt

Студенты должны принести только распечатанное заполненное заявление. Оно может быть распечатанным на белом листе.

**Если заявление белое, то вы должны:**
* Если вдруг принесли заявление на 2 листах/страницах, то, скорее всего, человек случайно поменял ориентацию при печати. Попросите его/её перепечатать.
* Спросить, загружал ли человек фотографию на сайте ОПК?
  * Если нет, то можете принять заявление, но попросите, чтобы человек её загрузил, и чтобы она обязательно была в формате 3х4.
* Проверить наличие личной подписи на обеих половинках заявления.
* Проверить, правильно ли написан номер студака (должен начинаться на 02 и содержать 8 цифр). Если он написан неправильно, то попросите человека исправить номер на сайте ОПК. Если он сделает это при вас, то можете вручную исправить номер студака на обеих половинках и принять заявление. Иначе пусть исправит потом и перепечатает заявление.
* Если всё правильно, то заявление кладём в соответствующий лоток с документами.

**Если заявление оранжевое**, то просим распечатать белое с сайта.

> Заявление **НЕ ДОЛЖНО** выглядеть так, как на фото (то есть быть на двух страницах). Иначе надо попросить человека перепечатать, поменяв ориентацию печати.
```gallery
/img/zachet.png|так не надо
```
> Если кто-то приносит заявление на выход из профсоюза, то вместе с ним должна быть карта Zachёt, иначе его нельзя принимать. Если карта есть, то её надо выбросить, разрезать или т. п. (но лучше не перед самим студентом). А заявление надо положить туда же, куда и обычные заявления на вступление.

### Вопросы:

> **Когда ждать карту?**
> Как минимум через месяц после подачи заявления. Обычно именно столько ОПК делают карты. Плюс ещё какой-то срок на обработку и подачу заявления.

> **Что делать, если не знаешь ответ?**
> Если вы не можете ответить на вопрос студента, то попросите его написать мастеру блока Zachёt — Лёше Сенику (контакт есть в ссылках паблика Профкома ВМК) или в личные сообщения паблика Профком ВМК.

---

## Как принимать доки МП и БДНС?

### МП (Материальная помощь)

Студенты должны принести только распечатанное заполненное заявление. 

**Вы должны:**
* Проверить наличие личной подписи и подписи учебной части. Если их нет — отправляем подписывать.
* Уточнить, заполнил ли студент гугл-форму, прикрепив все подтверждающие документы и **подписанное в учебной части заявление** (студент может прикрепить заявление без подписей — это ошибка).
* Если студент **не заполнил** форму, то просим сфотографировать заявление и заполнить гугл-форму в ближайшее время (форма находится в паблике Профком ВМК). Физические подтверждения мы не принимаем.
* Проверить, что заявление нового образца (там **не должно** быть строчки «Председатель профкома факультета», а в бланке на билеты должно быть несколько пояснительных строчек под словами «Начальник курса»).
* Если всё правильно, то заявление убираем в файлик и кладём в соответствующий лоток с документами.

**Вопросы:**

> **Когда ждать денег?**
> Каждый месяц проводится комиссия, по решению которой в конце месяца выплачиваются деньги. Но заявление студента может не попасть на комиссию в тот же месяц, в который оно было подано. Поэтому следует подождать. Если при подаче заявления студент допустил ошибку, то его об этом уведомят.
> 
> **Какие документы нужны для категории?**
> Об этом вы можете узнать в паблике Профкома в меню разделе Мат. Помощь.
> 
> **Что делать, если не знаешь ответ?**
> Если вы не можете ответить на вопрос студента, то попросите его написать мастеру блока МП — Ане Бондаренко (контакт есть в ссылках паблика Профкома ВМК) или в личные сообщения паблика Профком ВМК.

---

### БДНС

Подача происходит только дистанционно. Студенты приносят оригинал заявления. Если студент — магистр 1 курса, то им необходимо заполнить заново только заявление.

**Вы должны:**
* Спросить, заполнена ли форма и прикреплены ли все документы.
* На заявлении проверить наличие личной подписи и **ПЕЧАТИ** учебной части. Если их нет — отправляем доделывать.
* Если всё правильно, то заявление убираем в файлик и кладём в соответствующий лоток с документами.

**Вопросы:**

> **Любой вопрос про документы, сроки подачи, варианты подачи и т.д.**
> Об этом вы можете узнать в паблике Профкома в меню разделе БДНС.
> 
> **Сколько выплачивают?**
> 1200 руб./мес., но обычно выплаты приходят раз в квартал.
> 
> **В заявлении нужен номер профсоюзного билета, а у меня его нет. (Человек не состоит в профсоюзе) Что делать?**
> Если вы не состоите в профсоюзе, то вы должны представить весь пакет документов в ОПК (ГЗ, каб. 1018а, 10:00 - 18:00).
> 
> **Что делать, если не знаешь ответ?**
> Если вы не можете ответить на вопрос студента, то попросите его написать мастеру блока БДНС — Диме Гудову (контакт есть в ссылках паблика Профкома ВМК) или в личные сообщения паблика Профком ВМК.",""
